date,quarter,house_id,house_type,sales_type,year_build,%_change_between_offer_and_purchase,rooms,sqm,sqm_price,address,zipcode,city,area,region,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%,purchaseprice
7346,86,741115,0,1,1942,0,2,49,25510.203,12324,2820,163,1,3,0,0.45,2.78,1250000
1512,18,1366247,1,3,1908,0,6,183,3551.9126,25512,7900,366,7,2,3.5,1.85,6.27,650000
8522,99,507796,4,3,1962,-6,4,130,11250,9933,3390,249,4,3,0,0.76,1.35,1462500
9684,112,96068,4,3,1950,-7,6,166,25301.205,1750,3000,217,4,3,2.6,3.31,4.79,4200000
9718,113,84570,2,1,1961,0,3,35,21428.572,48954,8970,209,2,2,3.1,3.31,4.79,750000
9178,107,327825,4,3,1922,-3,4,136,4963.2354,41033,9574,94,5,2,0,1.85,1.47,675000
6323,74,868493,2,3,1985,0,5,120,7104.0835,42874,3720,2,0,0,0.75,2.4,3.66,852490
4059,47,1125069,0,1,1930,0,3,115,10717.392,41020,7700,519,7,2,2,1.82,4.36,1232500
8582,100,493110,4,3,2020,0,6,162,2777.7778,28344,6470,503,7,2,0,0.76,1.35,450000
542,6,1438147,4,1,1970,0,8,257,7665.3696,1873,8270,256,2,2,6,2.13,9.09,1970000
4435,52,1074032,2,3,1950,0,2,40,8500,8956,8500,179,2,2,3,1.92,5.14,340000
4187,49,1108710,4,3,1885,0,5,216,1365.7407,18513,7760,251,7,2,2.25,1.92,5.14,295000
3643,43,1174256,4,3,1961,0,4,106,5047.17,41017,6360,526,7,2,2,1.15,5.26,535000
8030,94,614891,2,3,1960,0,3,99,8195.283,5315,6857,66,7,2,0,1.15,2.26,811333
9226,107,309234,4,3,1979,-3,4,167,16826.348,63703,5300,286,3,1,0,1.85,1.47,2810000
8403,98,532957,4,3,1972,0,6,201,11442.786,49002,8400,110,2,2,0,0.81,2.12,2300000
8231,96,572717,4,1,1973,0,4,132,6818.1816,7661,6715,122,7,2,0,0.81,2.12,900000
2927,35,1247584,0,3,1922,0,4,70,20000,23953,8831,333,2,2,3.25,2.42,6.69,1400000
4841,56,1024630,4,3,1932,0,5,144,15263.889,10390,6700,120,7,2,4,1.69,5.7,2198000
4984,58,1008076,4,3,1959,0,5,103,14514.563,55564,8940,404,2,2,4,3.42,6.52,1495000
5825,68,921588,0,3,1980,-4,3,108,20370.371,5644,9000,3,5,2,0.75,2.31,4.53,2200000
9780,114,69736,0,3,2009,0,4,137,17518.248,52169,7323,169,7,2,3.6,3.31,4.79,2400000
1436,17,1372726,4,2,1960,0,3,73,5479.452,15403,3000,217,4,3,3.5,1.85,6.27,400000
3675,43,1171824,2,1,1979,0,4,57,7157.8945,30802,9370,197,5,2,2,1.15,5.26,408000
2154,26,1314148,4,3,1950,0,6,134,5017.6045,60339,8420,298,2,2,3.5,2.9,7.33,672359
7472,87,719406,4,3,1928,-1,3,127,32086.613,54724,3070,464,4,3,0,0.45,2.78,4075000
5791,67,925961,4,3,2015,-4,6,208,11057.692,224,5700,500,3,1,0.75,2.31,4.53,2300000
9756,113,76142,2,1,1976,0,5,120,22312.5,14149,6854,219,7,2,3.1,3.31,4.79,2677500
1084,13,1400351,0,3,1900,0,2,64,10468.75,820,5700,500,3,1,3.25,2.18,7.2,670000
8155,95,589856,0,3,1979,0,2,67,26791.045,51083,3400,225,4,3,0,0.81,2.12,1795000
3741,44,1165931,3,2,1927,0,5,110,20909.092,36398,3600,144,4,3,2,1.15,5.26,2300000
2074,25,1320993,3,3,1966,0,4,104,3656.25,33417,5750,410,3,1,3,2.9,7.33,380250
3851,45,1153026,1,1,1933,0,3,102,15416.667,37167,6520,531,7,2,2,1.82,4.36,1572500
505,6,1440649,4,3,1977,0,4,119,5319.3276,25469,9510,29,5,2,6,2.13,9.09,633000
6865,80,806401,0,3,1927,0,3,77,25974.025,54727,9492,64,5,2,0,0.79,3.48,2000000
8359,98,543017,0,3,1967,0,4,90,10555.556,65970,8920,402,2,2,0,0.81,2.12,950000
3355,39,1206215,0,3,1934,0,4,80,10625,9650,5700,500,3,1,2,2.08,5.11,850000
4012,47,1131269,4,3,1860,0,8,225,9600,51847,6200,0,7,2,2,1.82,4.36,2160000
3224,38,1220058,4,3,1944,0,6,154,16331.169,51182,2970,262,1,3,2.5,2.08,5.11,2515000
2302,27,1301946,4,3,1900,0,7,134,4567.164,39073,7500,236,7,2,4.25,2.9,7.33,612000
9997,116,13827,4,3,2019,-2,6,152,22532.895,51694,8870,318,2,2,3.6,1.13,4.34,3425000
1532,18,1364618,4,3,1966,0,4,118,15167.136,11744,2800,302,1,3,3.5,1.85,6.27,1789722
2318,27,1300605,4,3,1974,0,7,205,13373.22,41687,3140,597,4,3,4.25,2.9,7.33,2741510
2070,25,1321178,4,3,1979,0,4,112,6044.9287,15786,9870,442,5,2,3,2.9,7.33,677032
4532,53,1063857,4,3,1974,0,8,205,6463.4146,21399,8840,427,2,2,3.5,1.69,5.7,1325000
9477,110,226782,2,3,1966,-7,5,89,14606.741,52859,3310,23,4,3,0,1.85,1.47,1300000
9294,108,282971,4,3,1927,-3,3,105,7380.952,8435,4913,244,6,3,0,1.85,1.47,775000
8036,94,613620,4,1,1935,0,6,196,5100.4795,42374,9000,3,5,2,0,1.15,2.26,999694
3978,46,1135214,4,3,1972,0,5,127,18543.307,50960,8250,113,2,2,2,1.82,4.36,2355000
9845,114,52154,4,3,2007,-4,5,186,18005.377,53319,4700,371,6,3,3.6,3.31,4.79,3349000
2073,25,1321062,4,3,1976,0,6,237,3143.46,29244,3700,432,0,0,3,2.9,7.33,745000
9895,115,38537,1,3,1930,0,6,170,28676.47,56947,6900,451,7,2,3.6,1.13,4.34,4875000
874,10,1415349,4,3,1978,0,6,166,4051.5842,14294,7150,53,7,2,3.75,2.13,7.84,672563
2602,31,1276744,2,3,1964,0,3,41,11219.512,50551,4500,367,6,3,4.5,2.34,7.05,460000
4503,52,1067034,1,3,1927,0,6,141,16666.666,40451,8320,353,2,2,3,1.92,5.14,2350000
5421,63,965927,4,3,1920,-5,4,113,5265.487,46934,4990,436,6,3,1.2,1.3,5.5,595000
2463,29,1289586,4,3,1978,0,7,179,4860.335,5731,8620,292,2,2,4.75,2.34,7.05,870000
6677,78,829126,4,3,1972,0,5,131,21755.725,40054,2770,285,1,3,0,0.79,3.48,2850000
9456,110,232993,4,3,1962,-6,4,120,6250,14129,9631,160,5,2,0,1.85,1.47,750000
6370,74,863362,2,3,1977,0,5,87,5477.0117,59972,8643,26,2,2,0.75,2.4,3.66,476500
4131,48,1115379,4,3,1986,0,4,130,8423.077,26244,9490,397,5,2,2,1.82,4.36,1095000
9064,105,366869,4,3,1930,-3,4,119,7521.0083,7607,5683,192,3,1,0,0.42,1.1,895000
3758,44,1163872,1,3,1870,0,6,168,5654.7617,20541,6852,57,7,2,2,1.15,5.26,950000
419,5,1446145,4,3,1910,0,5,212,2169.8113,11462,8560,301,2,2,5,2.13,9.09,460000
9231,107,307224,4,1,1955,0,3,76,7157.8945,16215,5492,585,3,1,0,1.85,1.47,544000
8381,98,538283,4,3,2019,0,4,106,5188.679,39188,9990,445,5,2,0,0.81,2.12,550000
336,4,1453418,1,1,1969,0,7,186,7741.9355,30203,6920,578,7,2,5,1.99,8.39,1440000
3626,42,1176274,4,3,1912,0,4,202,12995.05,58905,3070,464,4,3,2,1.15,5.26,2625000
8051,94,610428,1,1,1936,0,4,184,3741.848,58631,9600,11,5,2,0,1.15,2.26,688500
174,2,1464147,4,3,1957,0,7,217,2119.8157,54321,2660,87,1,3,5.5,1.99,8.39,460000
8628,101,480823,0,3,1963,0,3,75,8433.333,5650,4400,278,6,3,0,0.76,1.35,632500
8617,101,483697,0,3,1930,0,4,108,32203.703,40849,2400,311,1,3,0,0.76,1.35,3478000
528,6,1439176,4,1,1964,0,5,188,6446.8086,3852,8660,448,2,2,6,2.13,9.09,1212000
8761,102,446806,4,1,1936,0,5,145,9103.448,64643,6000,300,7,2,0,0.76,1.35,1320000
3325,39,1209359,4,3,1954,0,3,92,3478.261,30012,9740,269,5,2,2,2.08,5.11,320000
8731,102,454715,4,3,1953,-2,4,90,24555.555,63754,3000,217,4,3,0,0.76,1.35,2210000
5313,62,977298,2,3,1919,0,7,79,10126.582,60288,8799,312,2,2,2,1.3,5.5,800000
9252,108,299520,3,3,2012,0,4,112,18750,34225,8800,575,2,2,0,1.85,1.47,2100000
5468,64,962274,4,3,1977,-3,4,106,9490.566,52442,6870,18,7,2,1,1.3,5.5,1006000
4813,56,1027892,4,2,2019,0,6,181,16132.597,7509,2830,584,1,3,4,1.69,5.7,2920000
9393,109,251219,4,3,1913,1,5,167,10299.401,53160,9330,105,5,2,0,1.85,1.47,1720000
3806,45,1158616,4,3,1946,0,5,143,15384.615,48183,4100,412,6,3,2,1.82,4.36,2200000
5764,67,929791,4,3,1976,-5,5,141,21276.596,25715,2765,462,1,3,0.75,2.31,4.53,3000000
5373,62,971216,4,2,1977,0,5,212,4908.019,20356,5750,410,3,1,2,1.3,5.5,1040500
4319,50,1091174,0,3,1969,0,3,83,35240.965,6825,2800,302,1,3,2.5,1.92,5.14,2925000
9817,114,59825,0,3,1913,-6,3,93,23870.967,12567,4780,476,6,3,3.6,3.31,4.79,2220000
7797,91,661846,4,3,1900,0,5,159,11918.239,56637,5620,172,3,1,0,0.25,2.55,1895000
8766,102,445732,3,3,2021,0,4,105,9523.81,31979,8471,435,2,2,0,0.76,1.35,1000000
4418,51,1076214,2,3,2009,0,4,76,3881.5789,54425,8831,333,2,2,2.75,1.92,5.14,295000
5691,66,937971,3,2,1955,0,5,107,9387.636,23350,2830,584,1,3,0.75,2.31,4.53,1004477
9338,108,266553,2,1,1968,0,4,95,19789.475,55419,8420,298,2,2,0,1.85,1.47,1880000
4475,52,1069976,4,3,1967,0,4,130,7115.385,22814,4800,365,6,3,3,1.92,5.14,925000
8598,100,489190,3,3,2009,-5,4,121,17768.596,29284,7120,565,7,2,0,0.76,1.35,2150000
2688,32,1269857,2,3,1950,0,3,57,10087.72,47257,4873,593,6,3,3.75,2.34,7.05,575000
10063,117,1079829,3,3,1986,-4,3,80,12375,36240,5600,127,3,1,3.35,1.13,4.34,990000
6821,80,811690,4,3,1987,-3,5,159,12028.302,33789,8722,211,2,2,0,0.79,3.48,1912500
8367,98,541517,4,3,2019,0,5,157,10828.025,37746,3650,24,4,3,0,0.81,2.12,1700000
547,6,1437761,4,3,1916,0,5,102,3755.5098,59236,7700,519,7,2,6,2.13,9.09,383062
3062,36,1234799,4,3,1968,0,4,111,7657.6577,52973,6070,98,7,2,3.25,2.42,6.69,850000
5155,60,990130,3,3,1963,0,3,84,16607.143,12041,5210,385,3,1,4.25,3.42,6.52,1395000
2960,35,1244580,4,0,1915,0,8,255,7058.8237,28654,2670,180,1,3,3.25,2.42,6.69,1800000
1990,24,1327416,0,3,1889,0,4,82,15113.658,58519,1704,314,1,3,2.75,2.5,6.6,1239320
3592,42,1180593,4,3,1975,0,4,121,11942.148,35789,4690,206,6,3,2,1.15,5.26,1445000
201,2,1462297,4,3,1942,0,5,153,3398.6929,28232,3300,145,4,3,5.5,1.99,8.39,520000
8396,98,534731,2,3,2005,-3,4,98,29591.836,3050,3210,561,4,3,0,0.81,2.12,2900000
8829,103,433208,3,3,2020,0,4,120,18351.666,47600,8600,441,2,2,0,0.42,1.1,2202200
4731,55,1037819,3,3,1985,-1,4,104,15192.308,59979,9210,5,5,2,4,1.69,5.7,1580000
9939,115,28529,0,3,1946,-3,2,51,29411.766,36001,2600,175,1,3,3.6,1.13,4.34,1500000
2184,26,1311790,4,3,1939,0,7,207,2940.8213,65488,9690,137,5,2,3.5,2.9,7.33,608750
9178,107,328066,4,3,1967,-2,5,131,27480.916,30894,2620,17,1,3,0,1.85,1.47,3600000
8021,94,616737,4,3,1961,-7,6,230,18695.652,16979,2840,238,1,3,0,1.15,2.26,4300000
9453,110,234181,3,3,2018,0,4,130,22269.23,33262,4100,412,6,3,0,1.85,1.47,2895000
8149,95,591428,4,3,1977,-3,5,176,9375,59572,7620,322,7,2,0,0.81,2.12,1650000
5822,68,921851,2,2,1972,0,6,115,4782.609,35193,5953,536,3,1,0.75,2.31,4.53,550000
9289,108,284390,4,3,1973,0,7,228,9627.193,14807,6340,305,7,2,0,1.85,1.47,2195000
6670,78,829822,2,3,1992,-5,4,68,18161.766,2181,8500,179,2,2,0,0.79,3.48,1235000
8814,103,436571,0,3,1968,0,4,96,14531.25,42868,9000,3,5,2,0,0.42,1.1,1395000
5545,64,954592,4,3,1978,0,6,205,6585.3657,30330,6070,98,7,2,1,1.3,5.5,1350000
1335,16,1380283,4,3,1953,0,4,94,7446.8086,60625,3200,216,4,3,3.25,2.18,7.2,700000
2686,32,1270038,4,3,1959,0,3,70,17142.857,52041,8600,441,2,2,3.75,2.34,7.05,1200000
5347,62,974000,4,3,1972,0,4,115,22434.783,7778,2650,254,1,3,2,1.3,5.5,2580000
7325,85,744398,4,1,1907,0,4,135,9873.814,355,6580,555,7,2,0,0.45,2.78,1332965
7411,86,728734,0,3,2007,-4,4,112,31696.428,11600,2300,312,1,3,0,0.45,2.78,3550000
8769,102,444886,3,3,2016,-2,4,106,38915.094,20525,2300,312,1,3,0,0.76,1.35,4125000
9155,106,334504,4,3,1927,-7,8,213,9624.413,45998,4200,460,6,3,0,0.42,1.1,2050000
9120,106,345412,4,1,1928,0,8,175,2622.8572,45486,6510,177,7,2,0,0.42,1.1,459000
3844,45,1153830,0,3,1979,0,2,63,22142.857,719,2970,262,1,3,2,1.82,4.36,1395000
8112,95,598923,0,3,1942,0,3,63,38095.24,23025,9200,6,5,2,0,0.81,2.12,2400000
9019,105,381218,4,3,1911,0,5,139,10755.3955,41650,5600,127,3,1,0,0.42,1.1,1495000
9024,105,379797,4,3,1965,0,4,102,28921.568,4533,2670,180,1,3,0,0.42,1.1,2950000
570,7,1435920,4,3,1900,0,5,104,6009.615,54986,4671,492,6,3,6,2.13,9.09,625000
8320,97,552680,2,3,1981,0,4,70,9642.857,61214,9982,596,5,2,0,0.81,2.12,675000
3534,41,1187506,0,3,1970,0,2,79,17721.52,43499,1810,142,1,3,2,1.15,5.26,1400000
3408,40,1200579,3,3,2005,0,5,118,22596.186,57857,5690,532,3,1,2,2.08,5.11,2666350
4428,52,1074953,4,3,1953,0,4,116,3103.4482,24390,7470,284,7,2,3,1.92,5.14,360000
2744,32,1264647,4,3,1969,0,5,173,10953.757,24084,3060,126,4,3,3.75,2.34,7.05,1895000
8181,96,584646,4,3,1978,-2,4,133,16842.105,18743,4000,414,6,3,0,0.81,2.12,2240000
3421,40,1199100,4,3,1959,0,6,161,14254.658,42392,8270,256,2,2,2,2.08,5.11,2295000
9274,108,289993,4,3,1963,0,4,103,20242.719,47510,3600,144,4,3,0,1.85,1.47,2085000
3038,36,1237035,3,3,1977,0,6,179,20111.732,51600,2960,419,1,3,3.25,2.42,6.69,3600000
8912,104,414624,2,3,1940,-6,1,50,13000,54426,8831,333,2,2,0,0.42,1.1,650000
4949,57,1012401,4,3,1965,0,5,120,5791.6665,31303,4920,507,6,3,4,3.42,6.52,695000
3250,38,1217438,4,3,1974,0,4,135,6340.474,29911,7600,490,7,2,2.5,2.08,5.11,855964
4955,57,1011662,4,3,1897,4,8,205,3048.7805,33842,4735,345,6,3,4,3.42,6.52,625000
8857,103,425780,4,3,1970,-4,5,164,16158.536,59778,3660,479,4,3,0,0.42,1.1,2650000
911,11,1412217,4,3,1864,0,8,220,2654.5454,40034,4840,374,6,3,3.25,2.13,7.84,584000
8307,97,555498,2,3,1968,-6,3,68,9558.823,64017,7870,415,7,2,0,0.81,2.12,650000
4552,53,1061231,4,3,1964,0,2,98,4336.735,32841,7700,519,7,2,3.5,1.69,5.7,425000
2952,35,1245339,4,3,1935,0,4,160,11843.75,45483,4320,319,6,3,3.25,2.42,6.69,1895000
9799,114,64734,4,3,1967,0,6,174,5718.3906,34050,6510,177,7,2,3.6,3.31,4.79,995000
8765,102,446039,4,3,2020,0,5,146,3767.1233,52148,6040,112,7,2,0,0.76,1.35,550000
3002,35,1240565,4,3,1966,0,5,120,6250,39742,8850,61,2,2,3.25,2.42,6.69,750000
4597,53,1055532,2,3,1979,-5,4,69,18297.102,16707,4874,159,6,3,3.5,1.69,5.7,1262500
2609,31,1276284,2,3,2009,0,3,68,15808.823,19268,9690,137,5,2,4.5,2.34,7.05,1075000
8721,102,457131,0,3,1968,0,1,43,26162.791,12106,4000,414,6,3,0,0.76,1.35,1125000
7893,92,644050,4,3,1960,-4,2,77,6168.831,50587,4281,190,6,3,0,0.25,2.55,475000
4950,57,1012362,0,1,1954,0,3,64,27890.625,14137,8500,179,2,2,4,3.42,6.52,1785000
4727,55,1038132,4,3,2000,0,5,154,11980.52,18277,8600,441,2,2,4,1.69,5.7,1845000
1764,21,1346648,4,3,1935,0,4,93,9990.6455,36252,7100,564,7,2,3.5,2.5,6.6,929130
3696,43,1170207,4,3,1901,0,4,190,17105.264,54145,2765,462,1,3,2,1.15,5.26,3250000
9504,110,219734,4,3,1887,0,6,130,9230.77,56751,6340,305,7,2,0,1.85,1.47,1200000
7338,86,742540,2,1,1962,0,3,36,10270.833,12896,8585,174,2,2,0,0.45,2.78,369750
9706,113,89856,0,3,1978,0,2,68,17691.176,36939,2980,299,1,3,3.1,3.31,4.79,1203000
4199,49,1107090,2,3,1964,0,2,68,15441.177,63680,4060,291,6,3,2.25,1.92,5.14,1050000
6396,75,860150,2,3,1970,0,5,53,7075.4717,11060,8400,110,2,2,0.25,2.4,3.66,375000
9197,107,320774,4,3,1956,0,4,86,10174.419,4724,8305,438,2,2,0,1.85,1.47,875000
934,11,1410630,4,3,1900,0,6,138,2101.4492,65078,8752,39,2,2,3.25,2.13,7.84,290000
9212,107,314863,4,3,1973,-3,6,180,7500,14575,7700,519,7,2,0,1.85,1.47,1350000
3346,39,1207171,4,3,2004,0,6,172,6976.744,18730,2791,104,1,3,2,2.08,5.11,1200000
8332,97,549998,4,2,1920,0,3,117,3837.607,46930,5700,500,3,1,0,0.81,2.12,449000
3599,42,1179820,3,3,1994,0,6,131,18702.291,42622,2760,352,1,3,2,1.15,5.26,2450000
4072,48,1123041,4,3,2003,0,6,196,9489.796,17629,6300,183,7,2,2,1.82,4.36,1860000
8257,97,565500,4,3,1972,-1,4,196,7015.306,9176,9800,231,5,2,0,0.81,2.12,1375000
4239,49,1101605,4,3,1985,0,7,160,20312.5,43393,8700,243,2,2,2.25,1.92,5.14,3250000
9447,110,235709,0,3,1935,-2,2,65,23230.77,66054,9000,3,5,2,0,1.85,1.47,1510000
710,8,1426515,4,1,1920,0,3,88,5681.8184,57625,9881,59,5,2,5,2.13,9.09,500000
4016,47,1130956,0,3,1971,0,1,42,15000,32939,2990,361,1,3,2,1.82,4.36,630000
3421,40,1199113,4,3,1980,0,5,172,11453.488,12130,2600,175,1,3,2,2.08,5.11,1970000
5031,58,1002368,4,0,1972,0,5,150,8500,14935,4700,371,6,3,4,3.42,6.52,1275000
3020,36,1238732,4,3,1900,0,4,127,4409.4487,22366,4230,455,6,3,3.25,2.42,6.69,560000
9188,107,324224,4,3,1870,1,3,105,18142.857,39791,4100,412,6,3,0,1.85,1.47,1905000
9760,113,74854,3,3,1981,-5,3,108,32407.408,58279,8200,9,2,2,3.1,3.31,4.79,3500000
3508,41,1190584,0,3,1953,0,3,75,19800,42025,2920,97,1,3,2,1.15,5.26,1485000
6736,79,821456,4,3,1974,-6,4,110,14500,57624,9881,59,5,2,0,0.79,3.48,1595000
4046,47,1126704,2,3,2006,0,4,84,7976.1904,21626,9900,143,5,2,2,1.82,4.36,670000
5196,60,986692,0,3,1930,0,2,88,9204.546,6963,7441,71,7,2,4.25,3.42,6.52,810000
3271,38,1214653,4,3,1974,0,4,151,9933.774,11885,4050,449,6,3,2.5,2.08,5.11,1500000
8962,104,398881,2,1,1976,0,4,107,22429.906,14594,9800,231,5,2,0,0.42,1.1,2400000
3592,42,1180535,3,3,1958,0,3,140,15321.429,28904,3000,217,4,3,2,1.15,5.26,2145000
7950,93,632586,2,1,1958,0,4,117,18294.54,21078,9690,137,5,2,0,1.15,2.26,2140461
8446,99,524865,4,3,1966,-4,5,161,14900.621,9336,3140,597,4,3,0,0.76,1.35,2399000
8602,100,488288,4,3,2021,0,6,189,5158.73,44126,8300,380,2,2,0,0.76,1.35,975000
1047,12,1402590,4,3,1977,0,5,150,7466.6665,4265,4320,319,6,3,3.25,2.13,7.84,1120000
3073,36,1233831,2,3,1967,0,4,99,7128.1514,27804,4873,593,6,3,3.25,2.42,6.69,705687
7481,87,717763,3,3,2007,1,5,142,28485.916,33798,8660,448,2,2,0,0.45,2.78,4045000
9929,115,30821,3,3,2009,0,3,109,23532.11,54463,9990,445,5,2,3.6,1.13,4.34,2565000
3425,40,1198719,4,3,1910,0,7,188,10123.218,20550,3550,461,4,3,2,2.08,5.11,1903165
7284,85,751406,0,3,2015,0,2,65,23000,5865,3400,225,4,3,0,0.45,2.78,1495000
9751,113,77402,1,3,1978,0,5,232,15517.241,55904,4270,260,6,3,3.1,3.31,4.79,3600000
1635,19,1356577,2,3,1974,0,4,88,6727.273,13204,3230,184,4,3,3.75,1.85,6.27,592000
4221,49,1104112,0,3,1970,0,3,100,9980,47240,6950,411,7,2,2.25,1.92,5.14,998000
2590,31,1277809,4,3,1954,0,3,63,8392.794,13414,8860,550,2,2,4.5,2.34,7.05,528746
7763,91,666975,2,1,1970,0,3,66,9090.909,46391,4780,476,6,3,0,0.25,2.55,600000
8129,95,595512,4,3,1907,-2,6,150,9466.667,38552,4262,439,6,3,0,0.81,2.12,1420000
5891,69,914009,4,3,1978,-3,5,132,12462.121,39148,6100,193,7,2,0.75,2.76,4.75,1645000
457,5,1443696,4,3,1976,0,4,111,6479.225,10090,4700,371,6,3,5,2.13,9.09,719194
5364,62,972599,2,1,1926,0,3,44,34090.91,48328,9492,64,5,2,2,1.3,5.5,1500000
8072,94,606170,4,3,1967,-6,4,152,9835.526,60469,5792,599,3,1,0,1.15,2.26,1495000
4683,54,1043822,4,3,1977,-6,4,137,15437.956,60007,4700,371,6,3,3.75,1.69,5.7,2115000
9050,105,371590,0,3,1960,0,2,202,14851.485,49781,9240,359,5,2,0,0.42,1.1,3000000
6210,72,880767,3,3,1999,-4,4,120,13958.333,669,6300,183,7,2,1.5,2.76,4.75,1675000
4687,54,1042876,4,3,1947,0,2,105,7142.857,23372,5854,166,3,1,3.75,1.69,5.7,750000
8145,95,592419,4,3,1978,-5,4,125,21200,52385,8400,110,2,2,0,0.81,2.12,2650000
8040,94,612993,4,3,1930,-6,8,248,16330.6455,62550,4800,365,6,3,0,1.15,2.26,4050000
7656,89,687756,0,3,1932,-2,2,61,28852.459,4407,2450,313,1,3,0,0.25,2.55,1760000
8413,98,530930,2,3,1969,0,3,48,6944.4375,44106,4540,150,6,3,0,0.81,2.12,333333
8598,100,489000,4,3,1988,-3,6,167,28892.215,56259,2650,254,1,3,0,0.76,1.35,4825000
9093,106,354924,1,3,1900,0,4,162,21222.223,55008,2670,180,1,3,0,0.42,1.1,3438000
9403,109,248634,2,3,1960,-4,5,106,10377.358,58875,4480,484,6,3,0,1.85,1.47,1100000
9033,105,376719,2,3,2014,-7,2,41,27195.121,12892,6900,451,7,2,0,0.42,1.1,1115000
5745,67,931835,4,3,1950,0,5,182,12637.362,33532,4000,414,6,3,0.75,2.31,4.53,2300000
2425,29,1292670,4,3,1967,0,5,136,11402.515,32364,3550,461,4,3,4.75,2.34,7.05,1550742
6517,76,846654,4,3,2013,0,6,219,4618.7764,14251,7400,223,7,2,0,2.4,3.66,1011512
6753,79,819736,4,3,1968,-3,4,127,12992.126,44523,3600,144,4,3,0,0.79,3.48,1650000
5381,63,970036,4,3,1969,-3,6,183,8442.623,63712,5560,12,3,1,1.2,1.3,5.5,1545000
8786,102,440998,4,3,1991,0,5,152,14440.789,42777,3390,249,4,3,0,0.76,1.35,2195000
6964,81,794827,0,3,1927,0,6,220,14090.909,33120,2500,552,1,3,0,0.56,3.06,3100000
5897,69,913409,4,3,1964,-3,3,93,7258.0645,7227,6760,409,7,2,0.75,2.76,4.75,675000
9252,108,299423,2,3,2001,-3,3,90,21611.111,55205,4736,283,6,3,0,1.85,1.47,1945000
8748,102,449692,2,1,1935,0,3,38,32434.21,18053,8300,380,2,2,0,0.76,1.35,1232500
2580,30,1278992,3,3,2004,0,4,120,13416.667,10917,3650,24,4,3,4.75,2.34,7.05,1610000
7287,85,751033,4,3,1964,-3,4,126,12103.175,2644,4340,543,6,3,0,0.45,2.78,1525000
1679,20,1352957,4,3,1967,0,4,116,6215.517,37817,5540,549,3,1,4.25,1.85,6.27,721000
7508,88,712905,4,3,1952,0,5,128,5820.3125,48278,6630,425,7,2,0,0.45,2.78,745000
7386,86,733666,4,3,1951,0,5,164,9695.122,31276,5240,384,3,1,0,0.45,2.78,1590000
5580,65,951050,0,3,1913,0,5,133,17669.174,17176,4100,412,6,3,1,2.31,4.53,2350000
7776,91,664911,4,3,1968,-3,4,119,14663.865,8875,5210,385,3,1,0,0.25,2.55,1745000
7799,91,661483,0,3,1930,-2,3,84,32142.857,48415,8000,8,2,2,0,0.25,2.55,2700000
6634,78,834268,0,3,2005,-2,3,108,38888.89,16910,1437,309,1,3,0,0.79,3.48,4200000
7703,90,679506,4,3,1938,0,5,141,8156.0283,45815,7620,322,7,2,0,0.25,2.55,1150000
281,3,1457072,4,3,1977,0,3,144,10792.361,43662,2791,104,1,3,5,1.99,8.39,1554100
7495,87,715229,4,3,1963,0,3,95,3157.8948,3158,4583,443,6,3,0,0.45,2.78,300000
4190,49,1108441,4,3,1966,0,3,102,7794.1177,5091,8752,39,2,2,2.25,1.92,5.14,795000
3897,46,1147342,4,3,1981,0,4,110,7590.909,31365,6200,0,7,2,2,1.82,4.36,835000
6372,74,862992,4,3,1985,-5,5,182,20879.121,27432,2880,49,1,3,0.75,2.4,3.66,3800000
8656,101,474789,0,3,1929,0,2,67,29776.12,35496,2400,311,1,3,0,0.76,1.35,1995000
9009,105,384116,3,3,2014,-1,4,129,25968.992,59422,2620,17,1,3,0,0.42,1.1,3350000
8950,104,403193,3,3,1966,2,4,123,27439.023,25224,3500,594,4,3,0,0.42,1.1,3375000
8156,95,589784,3,3,2016,-5,4,145,21655.172,41538,8320,353,2,2,0,0.81,2.12,3140000
9024,105,380006,4,3,1978,0,7,173,6618.497,22937,7160,545,7,2,0,0.42,1.1,1145000
9046,105,372539,2,3,2006,0,5,128,9335.9375,30135,6990,548,7,2,0,0.42,1.1,1195000
190,2,1463042,3,1,1931,0,7,160,2343.75,57946,4420,408,6,3,5.5,1.99,8.39,375000
4205,49,1106351,0,3,2006,0,3,90,20722.223,62133,4300,233,6,3,2.25,1.92,5.14,1865000
6909,81,801459,4,1,1939,0,6,165,8030.303,10774,8370,195,2,2,0,0.56,3.06,1325000
9664,112,101174,2,1,1965,0,5,85,9500,16166,4243,416,6,3,2.6,3.31,4.79,807500
9483,110,225313,4,0,1902,0,4,110,2664.7817,46505,8581,360,2,2,0,1.85,1.47,293126
4894,57,1019018,4,3,2005,0,5,159,14150.943,48939,8800,575,2,2,4,3.42,6.52,2250000
658,8,1430267,4,3,1935,0,6,144,6620.5557,19376,2650,254,1,3,5,2.13,9.09,953360
3582,42,1181705,4,3,1920,0,6,160,18281.25,2803,2880,49,1,3,2,1.15,5.26,2925000
9940,115,28081,4,3,1935,-3,6,131,6488.55,64192,7800,450,7,2,3.6,1.13,4.34,850000
8772,102,444428,0,3,1899,-6,3,74,22229.73,29165,4281,190,6,3,0,0.76,1.35,1645000
9328,108,270727,4,3,2022,0,7,170,2972.7942,37504,7200,182,7,2,0,1.85,1.47,505375
